snapped_at,price,market_cap,total_volume
2020-07-05 00:00:00 UTC,1.0133455913700247,170877175.21063322,40647113.82305572
2020-07-06 00:00:00 UTC,1.0121468524680692,176652872.08065277,31491744.127043862
2020-07-07 00:00:00 UTC,1.0160733170841854,182138140.53510058,56536385.80429105
2020-07-08 00:00:00 UTC,1.0117303017336907,186937930.3225952,111277012.25621071
2020-07-09 00:00:00 UTC,1.0151734473665874,189122931.2277246,72266484.83206327
2020-07-10 00:00:00 UTC,1.0188020823751853,189777883.17142147,86492210.2483272
2020-07-11 00:00:00 UTC,1.017898893727827,192464452.95129797,30222720.77915026
2020-07-12 00:00:00 UTC,1.018589647820453,201345310.0622044,34763124.284439325
2020-07-13 00:00:00 UTC,1.0190114760403546,194491882.0326116,21162292.34237311
2020-07-14 00:00:00 UTC,1.0160665885025066,198857973.3928572,20483816.27870021
2020-07-15 00:00:00 UTC,1.0141405362189448,199399809.94038838,17086612.13795161
2020-07-16 00:00:00 UTC,1.0124208223594109,200950738.51034832,23870877.433123164
2020-07-17 00:00:00 UTC,1.0154230785723364,201961616.26915804,32722517.879681848
2020-07-18 00:00:00 UTC,1.0123474647968156,210379200.86005774,38461147.8516196
2020-07-19 00:00:00 UTC,1.010928691167523,212167294.68489894,81091767.70515035
2020-07-20 00:00:00 UTC,1.0083009724548522,221183785.58543697,186066153.84681076
2020-07-21 00:00:00 UTC,1.0102731785753174,220578968.86041912,205818422.14106044
2020-07-22 00:00:00 UTC,1.0090033683638906,222782669.18944073,78681842.05536518
2020-07-23 00:00:00 UTC,1.0263833142094065,224399095.17973483,79083875.26441436
2020-07-24 00:00:00 UTC,1.0310669792711837,260784026.33687532,96265741.46770227
2020-07-25 00:00:00 UTC,1.03404966156045,285136546.8119523,171260376.54671633
2020-07-26 00:00:00 UTC,1.0052305170169586,254444724.58729285,228006990.33430824
2020-07-27 00:00:00 UTC,1.0076346095912274,276975318.1032313,383679746.6975186
2020-07-28 00:00:00 UTC,1.0092467175309172,287337611.2356174,154379861.47844037
2020-07-29 00:00:00 UTC,1.0182579504390863,301443469.61440885,110762220.64579502
2020-07-30 00:00:00 UTC,1.0271552405192916,330149282.99283665,178430757.20223334
2020-07-31 00:00:00 UTC,1.031469079101571,347418058.4233858,243913370.4615896
2020-08-01 00:00:00 UTC,1.0197839307700844,370563791.73043424,137603751.08566752
2020-08-02 00:00:00 UTC,1.0161380745880462,368973993.62775385,111947804.285245
2020-08-03 00:00:00 UTC,1.0184439256348397,369885939.6288296,177641219.99396208
2020-08-04 00:00:00 UTC,1.0114740611561404,385394038.34755677,144907469.13243562
2020-08-05 00:00:00 UTC,1.0142708243002554,386659620.0389415,70765786.0791996
2020-08-06 00:00:00 UTC,1.0151374585392157,389543205.6139353,71020223.35541321
2020-08-07 00:00:00 UTC,1.0145878610446175,380719415.7497119,65842281.684171125
2020-08-08 00:00:00 UTC,1.017272230994722,384611513.89705455,99098142.44812594
2020-08-09 00:00:00 UTC,1.0194628914811323,383999249.12323195,55557466.24981468
2020-08-10 00:00:00 UTC,1.0165522957872664,383463405.40891385,69556714.98104867
2020-08-11 00:00:00 UTC,1.0160856515603958,424372186.0774024,129533696.12015164
2020-08-12 00:00:00 UTC,1.02215618451773,428380630.16322786,126551537.35317998
2020-08-13 00:00:00 UTC,1.014803378957075,425553140.7532102,107967394.1218999
2020-08-14 00:00:00 UTC,1.0159996097774495,435923683.05305076,88814157.9941942
2020-08-15 00:00:00 UTC,1.0076552206789617,415657266.9815674,619757917.7033128
2020-08-16 00:00:00 UTC,1.0059143317077286,415930724.58108544,82313126.55179997
2020-08-17 00:00:00 UTC,1.006604770954402,423689537.28378683,114057776.28385629
2020-08-18 00:00:00 UTC,1.0027290223863776,429635612.2051514,107210181.408346
2020-08-19 00:00:00 UTC,1.0033493037232624,428248084.1811536,84969755.3441264
2020-08-20 00:00:00 UTC,1.006113520741988,422939402.7731869,119213092.53651753
2020-08-21 00:00:00 UTC,1.0052412322803188,433406175.0136079,138033284.94722873
2020-08-22 00:00:00 UTC,1.0064710585637455,435985038.4436561,89432356.54684582
2020-08-23 00:00:00 UTC,1.004392832546498,443541608.272149,84570112.63657817
2020-08-24 00:00:00 UTC,1.0065246146402498,445425128.8674605,79796617.09292749
2020-08-25 00:00:00 UTC,1.0168139782195764,449461905.93555105,125294934.77974531
2020-08-26 00:00:00 UTC,1.0143677375215097,450681551.7947641,98685518.21080324
2020-08-27 00:00:00 UTC,1.0118084205481408,453067357.68045026,76394478.51628251
2020-08-28 00:00:00 UTC,1.0150988845020101,450446823.4645822,90917057.70492078
2020-08-29 00:00:00 UTC,1.0141416167860233,449994717.1680161,106327435.4349841
2020-08-30 00:00:00 UTC,1.0118622954965042,442729019.277792,145320242.02985457
2020-08-31 00:00:00 UTC,1.0147912953785534,448769575.1624346,154876127.20609236
2020-09-01 00:00:00 UTC,1.015792443457158,445706299.8286813,132663427.8690695
2020-09-02 00:00:00 UTC,1.013843712987528,468313157.81010205,144026881.68522987
2020-09-03 00:00:00 UTC,1.0067997562699982,493459666.4078496,233589835.51061395
2020-09-04 00:00:00 UTC,1.002509589093702,520082677.3568309,310388671.98589134
2020-09-05 00:00:00 UTC,1.019604681070637,467054804.573293,271727518.02081853
2020-09-06 00:00:00 UTC,1.017019178258205,442472478.61251414,384848162.030727
2020-09-07 00:00:00 UTC,1.0189274340553884,432144169.8408567,191833489.01114386
2020-09-08 00:00:00 UTC,1.0292279490237684,438965908.3577825,183684823.50639355
2020-09-09 00:00:00 UTC,1.0281626495286207,440052030.08919734,158176738.56978497
2020-09-10 00:00:00 UTC,1.0329160709582648,438478453.44916964,201299922.52634776
2020-09-11 00:00:00 UTC,1.0338383378593392,462422578.7820096,158984986.3699771
2020-09-12 00:00:00 UTC,1.0367542619395256,467274663.43907475,94204895.36310042
2020-09-13 00:00:00 UTC,1.0290300592787494,473702954.87039393,111994852.52482648
